"order_id","customer_id","product","category","order_date","quantity","price"
39,69,"Watch","Electronics","2025-03-21",6,"37228.56"
40,127,"Watch","Electronics","2025-07-30",5,"9336.19"
41,170,"Phone","Fashion","2025-04-02",4,"36117.26"
42,225,"Shoes","Fashion","2025-12-17",1,"46463.29"
43,185,"Watch","Fashion","2026-01-12",5,"19523.68"
44,153,"Watch","Fashion","2025-07-09",3,"23540.18"
45,263,"Watch","Fashion","2026-02-10",3,"28997.73"
46,148,"Phone","Electronics","2025-04-17",6,"38684.21"
47,138,"Laptop","Fashion","2025-07-28",3,"39881.59"
48,102,"Phone","Electronics","2025-10-06",5,"17450.64"
49,272,"Watch","Fashion","2025-05-16",2,"37933.83"
50,55,"Watch","Fashion","2025-08-05",5,"12050.71"
51,236,"Shoes","Electronics","2025-12-14",2,"25960.06"
52,50,"Bag","Electronics","2025-10-26",5,"44687.08"
53,156,"Shoes","Fashion","2025-04-07",2,"28878.28"
54,103,"Watch","Electronics","2025-05-31",3,"28187.09"
55,24,"Watch","Fashion","2025-08-05",2,"43771.27"
56,282,"Shoes","Fashion","2025-09-05",4,"41905.87"
57,209,"Bag","Fashion","2025-08-10",5,"10447.38"
58,116,"Phone","Fashion","2026-01-26",1,"29386.32"
59,41,"Laptop","Fashion","2025-11-16",1,"37765.13"
60,247,"Watch","Electronics","2025-03-18",6,"42901.08"
61,289,"Bag","Electronics","2025-06-16",2,"29330.75"
62,186,"Shoes","Electronics","2025-07-25",3,"7322.85"
63,118,"Shoes","Fashion","2026-01-29",2,"44852.66"
64,187,"Bag","Fashion","2025-12-20",4,"3355.89"
65,16,"Laptop","Fashion","2026-01-20",5,"41061.20"
66,15,"Watch","Fashion","2026-01-13",6,"47700.77"
67,239,"Shoes","Electronics","2025-10-25",6,"46857.05"
68,51,"Phone","Electronics","2025-11-12",2,"967.11"
69,202,"Laptop","Electronics","2025-06-26",3,"21898.68"
70,180,"Laptop","Fashion","2025-04-14",5,"49986.36"
71,278,"Shoes","Electronics","2025-04-10",5,"44564.51"
72,148,"Phone","Fashion","2025-12-26",1,"4010.44"
73,18,"Phone","Fashion","2025-08-29",5,"45208.00"
74,207,"Phone","Fashion","2026-01-17",3,"17499.98"
75,88,"Bag","Fashion","2025-12-14",5,"3542.29"
76,92,"Watch","Fashion","2025-10-13",3,"7147.16"
77,265,"Phone","Electronics","2025-09-05",6,"3360.19"
78,68,"Watch","Electronics","2025-11-12",5,"31901.14"
79,42,"Laptop","Fashion","2026-02-01",5,"22166.27"
80,292,"Phone","Electronics","2025-08-14",3,"50088.87"
81,12,"Bag","Electronics","2025-03-23",4,"2376.84"
82,242,"Phone","Electronics","2025-10-16",3,"32286.62"
83,124,"Shoes","Electronics","2025-07-02",1,"18991.52"
84,244,"Watch","Electronics","2025-12-10",5,"12240.57"
85,107,"Phone","Fashion","2026-02-23",2,"2342.39"
86,236,"Watch","Fashion","2025-08-25",5,"20440.05"
87,157,"Phone","Fashion","2025-05-29",5,"41692.13"
88,171,"Phone","Electronics","2025-04-24",2,"13079.19"
89,89,"Shoes","Electronics","2025-12-10",4,"30736.88"
90,148,"Bag","Fashion","2026-02-12",5,"32474.67"
91,128,"Shoes","Electronics","2026-02-25",4,"44049.37"
92,92,"Bag","Fashion","2025-11-16",2,"37863.83"
93,202,"Laptop","Fashion","2025-11-04",5,"15452.99"
94,207,"Phone","Fashion","2025-07-08",3,"2142.01"
95,258,"Watch","Fashion","2025-05-04",6,"14365.41"
96,263,"Laptop","Electronics","2025-07-26",2,"40679.68"
97,105,"Laptop","Electronics","2025-07-28",1,"4860.25"
98,278,"Laptop","Electronics","2025-05-11",2,"45466.76"
99,191,"Laptop","Electronics","2025-08-24",4,"48359.86"
100,67,"Laptop","Electronics","2026-02-11",1,"8421.84"
101,67,"Laptop","Electronics","2025-07-20",5,"27362.83"
102,71,"Laptop","Electronics","2025-09-18",5,"49230.40"
103,291,"Shoes","Electronics","2025-04-01",2,"4995.63"
104,239,"Laptop","Electronics","2025-10-25",5,"32686.49"
105,32,"Shoes","Fashion","2025-06-19",5,"5849.87"
106,229,"Phone","Fashion","2025-05-31",4,"11994.48"
107,63,"Bag","Electronics","2025-08-16",4,"4514.35"
108,57,"Phone","Electronics","2025-08-06",2,"34648.10"
109,194,"Laptop","Electronics","2025-06-17",6,"35292.16"
110,251,"Phone","Fashion","2025-06-05",3,"27916.58"
111,84,"Laptop","Electronics","2025-08-05",5,"24823.72"
112,285,"Bag","Fashion","2025-03-09",5,"45114.87"
113,252,"Phone","Electronics","2025-04-24",3,"35415.77"
114,294,"Laptop","Electronics","2025-03-18",1,"4683.01"
115,154,"Phone","Fashion","2025-08-14",1,"24688.53"
116,150,"Laptop","Electronics","2025-11-11",6,"13242.58"
117,191,"Laptop","Fashion","2025-07-20",3,"35366.18"
118,240,"Shoes","Electronics","2025-10-30",5,"18126.46"
119,275,"Laptop","Electronics","2025-08-09",5,"7731.68"
120,97,"Bag","Fashion","2026-02-05",3,"42913.33"
121,133,"Shoes","Electronics","2025-08-19",5,"22269.00"
122,187,"Laptop","Electronics","2025-09-10",2,"11758.95"
123,259,"Laptop","Fashion","2025-11-02",4,"14426.72"
124,171,"Bag","Fashion","2025-04-24",2,"35010.93"
125,222,"Watch","Electronics","2026-02-23",2,"12083.52"
126,155,"Phone","Fashion","2025-06-03",5,"44291.37"
127,291,"Shoes","Fashion","2025-05-18",3,"2415.73"
128,198,"Bag","Fashion","2025-09-08",2,"38847.34"
129,175,"Bag","Electronics","2026-01-09",2,"2012.21"
130,242,"Watch","Electronics","2026-02-20",5,"6599.35"
131,92,"Watch","Electronics","2025-07-13",4,"4465.74"
132,296,"Laptop","Fashion","2025-11-21",4,"6799.68"
133,231,"Watch","Fashion","2025-08-12",3,"8408.89"
134,187,"Laptop","Electronics","2025-05-07",2,"34207.49"
135,74,"Laptop","Fashion","2025-03-29",3,"50264.15"
136,191,"Watch","Electronics","2025-10-07",3,"9964.25"
137,14,"Phone","Electronics","2025-09-05",2,"41195.79"
138,87,"Shoes","Electronics","2026-02-13",4,"31122.46"
139,145,"Phone","Electronics","2025-05-28",3,"22390.96"
140,152,"Watch","Fashion","2025-04-20",3,"18676.12"
141,22,"Laptop","Electronics","2025-06-30",1,"36949.17"
142,135,"Laptop","Electronics","2026-02-24",6,"15971.58"
143,262,"Shoes","Electronics","2025-09-30",4,"27711.60"
144,188,"Phone","Electronics","2026-01-16",2,"45967.85"
145,69,"Phone","Electronics","2025-09-13",2,"31834.72"
146,243,"Bag","Fashion","2025-03-03",1,"28474.72"
147,61,"Shoes","Electronics","2025-05-10",3,"30457.89"
148,272,"Phone","Fashion","2025-05-30",2,"3027.25"
149,91,"Shoes","Fashion","2025-08-02",4,"46610.20"
150,77,"Bag","Fashion","2026-01-08",4,"7461.30"
151,287,"Phone","Fashion","2025-10-09",6,"4700.31"
152,264,"Watch","Fashion","2025-11-15",3,"45382.35"
153,17,"Laptop","Fashion","2025-05-03",3,"33733.65"
154,157,"Laptop","Electronics","2025-11-25",3,"23566.67"
155,134,"Laptop","Electronics","2025-11-09",2,"5048.33"
156,233,"Laptop","Electronics","2025-09-11",6,"20533.48"
157,126,"Phone","Electronics","2025-11-06",2,"15447.80"
158,76,"Phone","Electronics","2025-09-24",2,"49152.03"
159,169,"Phone","Electronics","2025-10-16",2,"12286.14"
160,37,"Bag","Fashion","2026-02-13",6,"18100.92"
161,122,"Phone","Fashion","2025-11-28",4,"3743.88"
162,250,"Watch","Electronics","2026-02-02",2,"44316.07"
163,56,"Watch","Fashion","2025-12-07",4,"11645.33"
164,159,"Laptop","Electronics","2026-01-29",3,"17465.09"
165,294,"Laptop","Electronics","2025-03-16",3,"5057.17"
166,22,"Shoes","Fashion","2025-11-15",5,"40551.62"
167,100,"Watch","Fashion","2025-04-03",1,"3861.87"
168,144,"Laptop","Electronics","2025-03-11",1,"47690.64"
169,232,"Bag","Electronics","2025-05-03",3,"10658.25"
170,104,"Watch","Fashion","2025-06-11",2,"20405.07"
171,217,"Watch","Electronics","2026-02-27",3,"35971.63"
172,206,"Laptop","Electronics","2025-11-19",3,"39255.64"
173,142,"Watch","Fashion","2025-06-02",3,"12189.07"
174,201,"Watch","Electronics","2025-11-13",1,"11543.02"
175,93,"Shoes","Fashion","2026-02-13",3,"1004.08"
176,248,"Watch","Electronics","2026-02-14",3,"18838.29"
177,148,"Shoes","Electronics","2026-01-08",4,"47110.83"
178,54,"Shoes","Electronics","2025-04-09",4,"39642.47"
179,114,"Watch","Fashion","2025-09-13",5,"12136.90"
180,122,"Laptop","Electronics","2025-12-16",5,"2552.79"
181,264,"Bag","Electronics","2025-05-01",5,"11538.68"
182,33,"Phone","Fashion","2025-05-01",4,"19981.64"
183,54,"Watch","Fashion","2026-01-29",5,"18522.18"
184,285,"Watch","Fashion","2025-07-15",4,"24060.58"
185,76,"Bag","Fashion","2025-10-25",3,"25394.15"
186,45,"Bag","Fashion","2026-02-01",4,"31779.27"
187,205,"Watch","Fashion","2026-02-18",4,"18421.01"
188,262,"Phone","Electronics","2025-12-31",3,"3197.87"
189,3,"Watch","Fashion","2026-02-18",4,"1229.92"
190,135,"Laptop","Electronics","2025-11-14",6,"8709.57"
191,92,"Laptop","Electronics","2025-03-21",2,"35402.30"
192,153,"Bag","Fashion","2025-08-23",5,"30351.96"
193,83,"Phone","Fashion","2026-02-22",1,"28433.46"
194,162,"Shoes","Fashion","2025-04-06",3,"12377.28"
195,189,"Shoes","Fashion","2025-11-01",4,"18925.20"
196,294,"Phone","Electronics","2025-09-05",2,"11111.17"
197,50,"Laptop","Fashion","2025-09-19",5,"26170.50"
198,194,"Bag","Fashion","2025-06-16",4,"22443.75"
199,27,"Watch","Electronics","2025-11-06",2,"33810.44"
200,198,"Laptop","Fashion","2025-05-19",3,"10478.01"
201,169,"Bag","Fashion","2025-05-19",2,"27035.07"
202,261,"Watch","Fashion","2025-04-28",1,"39140.11"
203,252,"Phone","Fashion","2025-10-01",6,"31635.98"
204,55,"Shoes","Fashion","2025-08-05",2,"41303.35"
205,82,"Shoes","Electronics","2025-12-11",2,"34754.39"
206,5,"Phone","Fashion","2025-12-18",2,"14190.12"
207,14,"Phone","Electronics","2025-08-10",5,"45060.80"
208,214,"Watch","Fashion","2025-03-14",4,"20741.46"
209,290,"Laptop","Electronics","2025-12-31",2,"21944.15"
210,168,"Laptop","Electronics","2026-01-12",4,"24490.57"
211,14,"Shoes","Fashion","2025-09-09",3,"23975.04"
212,230,"Phone","Fashion","2025-09-01",1,"38036.64"
213,94,"Phone","Electronics","2025-06-19",2,"10065.92"
214,65,"Phone","Electronics","2026-02-26",3,"41429.18"
215,9,"Phone","Fashion","2025-10-04",3,"23723.75"
216,156,"Watch","Electronics","2025-11-07",4,"8299.52"
217,215,"Laptop","Fashion","2025-05-15",5,"9075.38"
218,147,"Bag","Fashion","2025-04-16",4,"49992.35"
219,60,"Phone","Electronics","2025-04-22",4,"4926.56"
220,142,"Shoes","Fashion","2025-09-28",4,"11106.96"
221,55,"Phone","Electronics","2025-07-25",4,"6336.10"
222,59,"Bag","Fashion","2025-09-02",2,"19891.70"
223,144,"Bag","Electronics","2025-09-16",3,"16103.08"
224,167,"Bag","Electronics","2025-06-18",6,"40667.01"
225,223,"Laptop","Fashion","2025-12-26",4,"36886.18"
226,174,"Bag","Fashion","2026-02-12",3,"6343.25"
227,35,"Watch","Fashion","2025-12-26",3,"20068.73"
228,52,"Watch","Electronics","2025-12-17",1,"40576.66"
229,249,"Watch","Electronics","2025-11-03",4,"4591.33"
230,54,"Shoes","Fashion","2026-01-24",3,"21912.47"
231,209,"Laptop","Electronics","2025-05-10",5,"22592.56"
232,147,"Laptop","Electronics","2025-08-06",4,"46638.24"
233,38,"Bag","Electronics","2025-12-06",6,"48525.92"
234,277,"Watch","Electronics","2025-08-01",3,"11752.18"
235,235,"Laptop","Electronics","2026-02-15",4,"10282.14"
236,48,"Bag","Electronics","2025-10-06",3,"8742.42"
237,209,"Phone","Fashion","2025-11-03",3,"49325.71"
238,240,"Bag","Fashion","2025-05-05",4,"33060.95"
239,160,"Laptop","Fashion","2025-12-28",6,"37033.14"
240,120,"Bag","Electronics","2025-11-08",6,"26580.05"
241,264,"Watch","Fashion","2025-04-11",4,"39016.46"
242,241,"Shoes","Fashion","2025-04-24",1,"31773.74"
243,241,"Laptop","Fashion","2025-12-01",4,"8414.90"
244,25,"Phone","Fashion","2026-01-01",3,"24189.21"
245,96,"Phone","Electronics","2026-01-16",3,"47555.12"
246,48,"Watch","Fashion","2025-04-08",4,"14666.22"
247,274,"Shoes","Electronics","2025-05-18",2,"17861.85"
248,38,"Shoes","Fashion","2025-08-01",5,"4291.29"
249,94,"Laptop","Electronics","2025-12-05",3,"29983.59"
250,220,"Shoes","Electronics","2025-04-22",2,"31049.86"
251,116,"Bag","Electronics","2025-10-28",5,"23735.93"
252,7,"Shoes","Fashion","2025-07-08",4,"24532.03"
253,63,"Shoes","Electronics","2025-12-22",2,"18419.54"
254,151,"Watch","Electronics","2025-10-17",1,"6592.29"
255,248,"Laptop","Electronics","2025-06-28",3,"22066.95"
256,239,"Shoes","Fashion","2025-09-25",1,"12424.06"
257,221,"Watch","Electronics","2026-01-30",3,"20636.78"
258,96,"Bag","Fashion","2025-04-24",5,"32169.36"
259,282,"Laptop","Electronics","2026-01-21",1,"8765.37"
260,46,"Shoes","Fashion","2025-10-09",1,"7597.82"
261,68,"Shoes","Electronics","2025-09-29",1,"30216.06"
262,61,"Watch","Fashion","2026-02-20",2,"47460.16"
263,108,"Phone","Fashion","2025-07-20",4,"45944.13"
264,233,"Bag","Electronics","2025-08-15",5,"35478.83"
265,165,"Shoes","Fashion","2025-04-26",2,"41507.98"
266,56,"Watch","Fashion","2025-06-07",2,"20865.75"
267,83,"Phone","Electronics","2025-07-20",3,"49218.90"
268,173,"Bag","Electronics","2026-01-26",6,"756.62"
269,226,"Bag","Electronics","2026-01-23",4,"6226.90"
270,121,"Bag","Fashion","2025-07-16",3,"3142.85"
271,107,"Bag","Electronics","2025-04-25",1,"28609.79"
272,51,"Phone","Fashion","2025-10-22",6,"6942.54"
273,208,"Shoes","Electronics","2025-11-12",3,"28144.51"
274,257,"Laptop","Fashion","2025-07-06",2,"22483.82"
275,159,"Phone","Fashion","2025-12-01",2,"23219.59"
276,28,"Watch","Electronics","2025-03-24",1,"15514.95"
277,163,"Phone","Electronics","2025-06-13",6,"4436.71"
278,18,"Laptop","Electronics","2025-07-06",5,"26990.32"
279,58,"Laptop","Electronics","2025-11-14",3,"3859.82"
280,188,"Laptop","Fashion","2026-01-19",3,"2649.90"
281,228,"Watch","Fashion","2025-04-12",3,"37001.47"
282,205,"Phone","Electronics","2025-12-27",5,"21658.98"
283,86,"Bag","Fashion","2025-03-14",3,"29692.16"
284,204,"Bag","Fashion","2026-01-02",5,"32932.95"
285,178,"Bag","Electronics","2026-02-06",4,"42438.02"
286,266,"Phone","Fashion","2026-02-22",1,"10931.94"
287,161,"Watch","Electronics","2026-02-06",4,"38355.44"
288,63,"Phone","Fashion","2026-01-12",5,"10675.97"
289,67,"Laptop","Electronics","2025-05-18",4,"27827.73"
290,195,"Laptop","Fashion","2025-11-04",2,"48109.15"
291,69,"Watch","Electronics","2025-03-19",2,"47842.73"
292,255,"Watch","Fashion","2025-09-21",1,"7195.86"
293,202,"Watch","Electronics","2025-10-12",2,"37409.99"
294,122,"Phone","Electronics","2025-09-06",3,"31292.55"
295,196,"Bag","Electronics","2025-07-06",3,"33364.50"
296,26,"Watch","Fashion","2025-03-26",5,"36866.06"
297,127,"Shoes","Fashion","2025-04-11",2,"10432.21"
298,154,"Bag","Electronics","2025-06-13",2,"48813.68"
299,24,"Bag","Electronics","2025-07-16",4,"6292.31"
300,64,"Laptop","Fashion","2025-08-21",5,"29144.01"
301,1,"Shoes","Electronics","2025-09-02",2,"1090.70"
302,263,"Shoes","Fashion","2025-07-04",3,"18731.76"
303,132,"Bag","Fashion","2025-05-16",4,"10842.45"
304,94,"Shoes","Electronics","2025-11-18",1,"32728.05"
305,155,"Phone","Electronics","2025-06-27",2,"2880.83"
306,267,"Shoes","Fashion","2025-04-21",3,"10506.34"
307,298,"Shoes","Fashion","2026-01-15",2,"41893.91"
308,44,"Phone","Fashion","2025-11-12",4,"7944.79"
309,293,"Phone","Electronics","2025-07-04",3,"43266.61"
310,74,"Phone","Electronics","2025-09-12",2,"7017.95"
311,213,"Watch","Fashion","2025-12-07",4,"4440.50"
312,91,"Shoes","Fashion","2025-06-16",2,"5137.32"
313,46,"Shoes","Fashion","2025-05-13",5,"28052.37"
314,14,"Phone","Fashion","2025-09-11",2,"43782.40"
315,140,"Bag","Fashion","2025-05-28",1,"2585.60"
316,162,"Watch","Fashion","2025-03-31",4,"27961.84"
317,287,"Bag","Electronics","2025-10-29",6,"47957.00"
318,180,"Laptop","Electronics","2025-11-23",3,"14137.31"
319,176,"Watch","Fashion","2025-06-26",3,"31086.92"
320,129,"Bag","Fashion","2026-01-11",5,"27639.55"
321,194,"Shoes","Electronics","2025-06-12",6,"13229.14"
322,52,"Watch","Fashion","2025-10-29",4,"36666.22"
323,156,"Shoes","Electronics","2025-10-18",4,"49624.88"
324,58,"Watch","Electronics","2025-05-06",3,"21761.75"
325,90,"Watch","Fashion","2025-03-25",6,"5928.83"
326,295,"Shoes","Fashion","2025-12-07",5,"16329.75"
327,2,"Shoes","Fashion","2025-05-05",1,"36802.31"
328,114,"Laptop","Fashion","2025-11-03",4,"18221.24"
329,162,"Laptop","Fashion","2025-11-08",4,"32095.84"
330,22,"Bag","Fashion","2025-12-10",5,"8610.76"
331,142,"Laptop","Electronics","2025-03-07",1,"14577.28"
332,289,"Watch","Fashion","2025-03-22",2,"32414.88"
333,299,"Bag","Electronics","2025-06-28",5,"20594.46"
334,41,"Watch","Fashion","2025-11-26",1,"35896.56"
335,251,"Laptop","Electronics","2026-02-05",3,"4073.20"
336,267,"Shoes","Fashion","2025-08-18",4,"5936.49"
337,114,"Shoes","Fashion","2025-08-14",4,"5208.11"
338,215,"Phone","Electronics","2025-03-20",3,"48799.01"
339,293,"Shoes","Electronics","2025-07-08",1,"19729.88"
340,145,"Laptop","Fashion","2026-02-26",2,"27670.27"
341,150,"Bag","Electronics","2026-02-21",2,"5720.86"
342,222,"Phone","Fashion","2025-10-13",2,"44738.20"
343,159,"Watch","Fashion","2025-04-16",5,"6687.99"
344,30,"Phone","Electronics","2025-09-26",4,"7615.78"
345,180,"Watch","Fashion","2025-05-04",3,"35761.97"
346,78,"Shoes","Fashion","2026-01-28",4,"995.09"
347,242,"Phone","Fashion","2025-10-30",5,"28138.40"
348,220,"Bag","Fashion","2026-01-27",6,"14545.64"
349,138,"Laptop","Fashion","2025-11-09",1,"44802.12"
350,96,"Bag","Electronics","2025-06-15",4,"34679.83"
351,231,"Phone","Electronics","2025-07-17",2,"47080.15"
352,210,"Bag","Electronics","2025-12-12",2,"46327.58"
353,42,"Phone","Fashion","2025-07-11",5,"13212.55"
354,218,"Phone","Electronics","2025-06-29",6,"21217.49"
355,128,"Shoes","Fashion","2025-04-24",5,"15178.55"
356,141,"Bag","Fashion","2025-08-11",4,"28638.43"
357,143,"Shoes","Fashion","2025-08-11",4,"14821.62"
358,199,"Laptop","Electronics","2025-07-22",2,"20412.39"
359,168,"Bag","Fashion","2025-12-20",6,"27630.55"
360,40,"Bag","Electronics","2025-05-29",2,"15373.50"
361,167,"Bag","Fashion","2025-09-27",3,"46150.81"
362,13,"Laptop","Electronics","2025-12-12",2,"47573.84"
363,174,"Laptop","Fashion","2025-05-31",4,"29773.11"
364,61,"Shoes","Electronics","2025-08-24",5,"19501.98"
365,140,"Shoes","Fashion","2025-04-20",5,"40516.80"
366,42,"Shoes","Electronics","2026-01-14",2,"38832.49"
367,63,"Laptop","Electronics","2025-08-07",3,"9573.79"
368,242,"Watch","Fashion","2025-12-07",4,"19880.56"
369,168,"Laptop","Fashion","2025-07-27",1,"12713.39"
370,68,"Bag","Fashion","2025-07-03",5,"4552.99"
371,193,"Watch","Fashion","2025-11-10",1,"31028.84"
372,78,"Shoes","Fashion","2025-07-25",4,"26777.96"
373,210,"Watch","Fashion","2025-12-03",6,"10952.20"
374,125,"Shoes","Fashion","2025-09-21",5,"14809.85"
375,282,"Watch","Electronics","2025-05-19",5,"6670.94"
376,94,"Shoes","Electronics","2025-03-29",3,"30659.48"
377,44,"Shoes","Electronics","2025-05-24",1,"15040.04"
378,3,"Shoes","Fashion","2025-06-03",2,"43550.38"
379,41,"Bag","Electronics","2026-01-14",3,"50303.53"
380,46,"Watch","Electronics","2025-12-31",2,"7569.70"
381,286,"Shoes","Fashion","2025-08-17",4,"49317.79"
382,145,"Bag","Electronics","2025-06-11",3,"9166.42"
383,123,"Shoes","Electronics","2026-01-25",2,"27754.22"
384,154,"Shoes","Fashion","2025-07-21",2,"46753.13"
385,154,"Shoes","Fashion","2025-09-07",5,"17381.54"
386,178,"Watch","Electronics","2025-12-10",6,"948.54"
387,189,"Bag","Electronics","2026-02-02",6,"36045.71"
388,237,"Bag","Electronics","2025-10-13",2,"48235.46"
389,71,"Watch","Fashion","2025-10-13",3,"28615.90"
390,105,"Shoes","Electronics","2026-01-31",6,"48444.94"
391,8,"Bag","Fashion","2025-04-09",6,"40805.66"
392,58,"Laptop","Electronics","2025-03-10",6,"7133.22"
393,144,"Shoes","Fashion","2026-02-08",1,"34510.57"
394,286,"Bag","Fashion","2025-05-15",5,"4732.73"
395,297,"Watch","Fashion","2025-08-06",2,"29567.26"
396,15,"Shoes","Electronics","2025-06-06",5,"10406.47"
397,99,"Phone","Electronics","2025-06-30",2,"49111.49"
398,80,"Watch","Fashion","2025-03-04",2,"35344.24"
399,136,"Phone","Electronics","2025-06-04",5,"21018.03"
400,261,"Laptop","Fashion","2025-12-28",4,"32321.54"
401,22,"Laptop","Fashion","2025-05-17",5,"48089.62"
402,32,"Phone","Fashion","2025-04-28",3,"6742.43"
403,147,"Shoes","Fashion","2025-07-28",5,"19321.53"
404,197,"Shoes","Fashion","2025-07-21",6,"26261.54"
405,203,"Bag","Electronics","2025-05-31",5,"46207.93"
406,213,"Bag","Fashion","2025-11-06",5,"18936.80"
407,41,"Shoes","Electronics","2026-02-17",3,"35005.06"
408,6,"Watch","Electronics","2025-06-10",3,"33112.35"
409,167,"Shoes","Fashion","2025-12-05",5,"33598.94"
410,10,"Shoes","Fashion","2026-01-11",3,"40389.95"
411,57,"Shoes","Electronics","2026-02-22",3,"32745.66"
412,8,"Bag","Electronics","2025-12-21",4,"35189.57"
413,213,"Phone","Electronics","2026-02-17",3,"45129.57"
414,141,"Laptop","Electronics","2025-05-09",5,"45241.72"
415,161,"Watch","Fashion","2025-05-31",3,"2049.87"
416,41,"Laptop","Fashion","2026-01-09",6,"11317.19"
417,256,"Phone","Electronics","2026-02-12",4,"42804.89"
418,271,"Laptop","Electronics","2025-11-13",6,"33406.38"
419,41,"Bag","Fashion","2025-11-18",2,"21834.33"
420,126,"Bag","Fashion","2025-07-06",5,"2086.09"
421,115,"Watch","Electronics","2026-02-02",5,"6376.25"
422,251,"Phone","Fashion","2025-12-16",1,"45752.09"
423,60,"Shoes","Electronics","2025-05-25",1,"48984.92"
424,99,"Laptop","Electronics","2025-12-07",4,"44152.97"
425,177,"Phone","Electronics","2025-03-11",1,"45959.09"
426,100,"Phone","Electronics","2025-08-14",1,"16313.18"
427,206,"Laptop","Electronics","2025-04-16",3,"2325.80"
428,276,"Laptop","Fashion","2025-05-05",3,"7060.80"
429,32,"Shoes","Fashion","2025-06-30",3,"23548.44"
430,121,"Bag","Fashion","2025-05-25",4,"21232.33"
431,204,"Phone","Fashion","2025-08-17",5,"12533.80"
432,151,"Bag","Electronics","2026-01-13",3,"36220.86"
433,105,"Shoes","Fashion","2025-04-11",6,"8601.23"
434,174,"Laptop","Electronics","2025-06-22",2,"49806.58"
435,189,"Phone","Electronics","2025-07-17",2,"13896.09"
436,209,"Bag","Fashion","2025-05-09",4,"37756.09"
437,237,"Phone","Fashion","2025-07-03",2,"38866.08"
438,128,"Laptop","Electronics","2025-03-16",5,"30031.98"
1094,217,"Laptop","Fashion","2025-09-29",4,"7766.45"
439,159,"Shoes","Fashion","2025-05-16",4,"40495.49"
440,104,"Bag","Fashion","2025-08-18",5,"935.16"
441,295,"Laptop","Fashion","2026-01-11",2,"11375.39"
442,204,"Laptop","Fashion","2025-06-12",2,"33209.37"
443,41,"Bag","Fashion","2025-07-04",5,"29851.54"
444,280,"Bag","Electronics","2025-03-03",2,"24368.30"
445,73,"Phone","Fashion","2025-06-02",2,"45149.27"
446,300,"Shoes","Fashion","2025-03-05",3,"48159.68"
447,93,"Bag","Fashion","2025-07-16",2,"44953.58"
448,55,"Laptop","Electronics","2025-06-27",3,"31896.21"
449,128,"Bag","Fashion","2025-12-02",3,"31056.25"
450,52,"Phone","Electronics","2025-03-13",1,"10520.90"
451,142,"Laptop","Electronics","2025-09-24",4,"50129.66"
452,279,"Bag","Fashion","2025-09-19",5,"17314.77"
453,295,"Watch","Fashion","2025-11-09",1,"28037.52"
454,151,"Shoes","Fashion","2025-12-02",6,"27771.29"
455,252,"Watch","Fashion","2026-02-02",5,"33357.14"
456,166,"Watch","Fashion","2026-02-21",5,"15130.88"
457,290,"Bag","Electronics","2025-11-28",3,"41165.54"
